review_id,review_text,rating
gp:AOqpTOH32S9C3eZ4qE5V_kMzqvvX178YcM7D4SG22NTUwEzN_eyyadd2Fxwjcc_sg00YinJwKOyfegY9c10yUA,good concept but lack basic functionality,2
gp:AOqpTOHo5BQ_WorlbHkgEMCDA6WA6Ykx6gVgFCZtIE-j4KjLCfnjAWhqT-yYXBAav1iyeIu1iSG5dzJrf3XtcA,the app itself is quite good but without offline mode it s useless for me.,2
gp:AOqpTOEUg8LkAvshT8hIGMjfGAMnQsxFkfvCJS1_Cl57ONhgc-Sun9hvnmuGuBlAOSXFT2hz_QaSlO_1nNiqDA,"no landscape mode for tablets. i like the browser version, but landscape support is essential to me.",2
gp:AOqpTOGaxRyBRGQhlkYsLNslt2idENsnKbmfKmzJ8YXqZhlEL3jekmbp3bZs0sOVkwuItJMwDEgxv5QRHb1NVw,"this app would be so much better if it didn t penalize you for doing your habits for many days in a row. instead of getting more experience, coins, you get less the longer you do something. you should be rewarding the habits that people are building, not telling them that once they have the habit they re going to get less for it. otherwise, this app would get five stars for me.",2
gp:AOqpTOGax2z-8LziGbbNkh1jDWhoZfkAauj4fM3aDv3TSGjp3_9Emo62-mSoixSbUY0tIO5pYw0T74j8mkcl3g,"it s a good app but it doesn t really work for me. please provide an offline mode, because not everyone has data and wi fi throughout the whole day. i will rate it 5 stars once there is an offline mode.",2
gp:AOqpTOENHyrJvGcewjGLAY6Rcim_GdcGDn2SEk1euJ1if7-b2SEvmyo9DF8sASRgliM_Wox1HB5_TMi1h7T7mA,"it s a great app. really nice features. does everything it says on the tin. but let me tell you a productivity app won t do what it s meant to do unless it s usable offline. i really loved using it, but now i m going back to the good old bullet journal.",2
gp:AOqpTOHakjYIF3AYilvPpFEa8ckz38dj0CdCrh71-7qEJBHUh9kqKJ5_6feRnq1qWraoGPwQTsj78yEAUJ29nQ,"i honestly didn t get much chance to use the app before it stopped connecting and not letting me do anything. before that happened i started setting up daily tasks and the part where you set how often such as the days of the week you do each task was confusing. i would change the days on one task and it would change it for all of them. over all, too much work for its worth. loved the idea though, it would have really gotten me doing things to level up and collect items",2
gp:AOqpTOFNGsWVz-xrGgnvbopL_CDiZGkU2CGvLBWjuYiYKB0SRUOGPLe-iSyH3-YOSxB1yMFgPU_nnm35Z9BeQQ,this app seemed very interesting until i got into the app and at the very start of it it made itself very clear that this app is geared towards women. the avatar customization part all the hair and accessories were for women. app seemed cool but unwelcoming for guys.,2
gp:AOqpTOGUkGKvJwV-TFWi-KQSw1C3G_X3ta_DLqyhnbafiGcMG-yD15VTMinAiWQt_OtVrCan7sFtG7IEpX8H-g,"the app s concept is very misleading. i was promised gameplay and if it really is in here, i m having a rough time finding it.",2
gp:AOqpTOG8s_6K65gkdI4Rc2iawRN45V2-NJhcQU8a4xG4B_75SYrjgZq-iMEHv4qJZz9oMJymbu6wJChsXb7xGQ,"it s a great idea and i think i d really love it. but it s unusable offline and as someone who doesn t have access to wifi all the time, that makes it impossible to work with.",2
gp:AOqpTOG5zUO1va7AaXYQ5aFxHmjog1O4XKVnJjlM4WV4SILld_ekHvbGXJztZAP3lnHVDWE3pkxZIfnGlLGskA,"google login does not work for me. in freshly instead app i can tap login with google button, pop up asks me to pick a google account to use, ipick the only one, and i m left on an empty login register screen. really tapping google login button does nothing. i ve tried manually enabling phone and storage permissions manually clearing app data and cache reinstalling the app nothing worked.",2
gp:AOqpTOFPhRQTo8RHQ5Q3FyGmTL51mMPRero3vMGGrAo-VsACpnm17vWqdNOpKlLzEmq30mLxVHw8fA9ZnLC4jg,"thought it was great... until i opened the app to mark off a task only to find that i had died. lost all my progress, no idea how. what is the point of having an app that gives you experience when you accomplish goals if you can lose it all without knowing why?",2
gp:AOqpTOH95QSrafqhVCoRceXCo1IVGYwd_sdFOW0ssshAv95Wi1OPlinrxXM4vsayI1jEUF7AAz0XgRu59OyM8w,"after the update, the widget is not working and it is draining the battery from my phone and my tablet redmi note 4 mtk and galaxy tab s3 . will reinstall when those are fixed",2
gp:AOqpTOEWfJE7o3gmB1ECM3Pa_oHv04v8yCP08_-1ybdqsHPBErvWnV4dX-rVn99bwHcDYxv-l7-8hPGtUpiYUA,too slow and clunky. especially with signup,2
gp:AOqpTOF-ptVpi913YtVXVKECHSV-oLAy6VCs9rraFjQf2WFx7Vteq55CPWMeJzhOnqjCguVVtS-EfXT0attzsg,too ugly to be attracted to.,2
gp:AOqpTOHV8AS-L6vIbM_f0T3OXxXudBs5c705YftBujjTBUdydmupSVlPMlbas3He43Cm6G9PpSGLJLqT2sackw,"nice idea, but nothing was really working for me, party not showing members, errors connecting, not worthy the annoyance",2
gp:AOqpTOHZI8r2j11mObEmF3FWEaVnn-U36rglozPCvDPYE8hqwzX0hyu9KYyf545hQl4LbQDM4m3_xUWzFW776w,i couldn t get passed avatar creation due to the app crashing.,2
gp:AOqpTOH_Sq_dsz0AsB2aRk7YCT1y96DRrR1Zgp-0fuJN1i_yydPPZwmUWm4nnSX-nLaqT8o5m9dn9EZYxvT3Ug,"excellent idea but poor execution. there really isn t much to do game wise especially since the majority of the content is locked behind a paywall. i understand that they have to monetize it but at 1 million users, ad impressions may have been a better route instead of a subscription service that locks out the majority of your player base from the start. there s also no way to earn crystals other than paying. with so little to do and so much unavailable unless you pay with no options to try before you buy gives me little motivation to come back. some advice make the quests you can buy with gold cheaper. 200 coins takes forever to grind and there s not much to do otherwise. have a way for f2p players to earn crystals maybe through daily login bonuses, level up bonuses or grind and buy them with gold . offline capabilities especially for checklists and tasks. i shouldn t need the internet to check off my to do list. have the ability to choose your class at the start and allow players to change class whenever they d like. having to wait until you re level 10 is too much of a grind. have a little more customization available from the start maybe a freeby starter egg or a background or outfit . literally everything is locked behind crystal pay walls...even the character backgrounds are a whopping 15 crystals . that just screams greedy.",2
gp:AOqpTOE-ReR3XLIfeafMQFZk9wb0rqXYaWK_K997x0R-XjXSLMpTOajjAo7nqfx_fm8JQJ9QSRTpeSL0wZomUw,"a fine app, except for all the bugs. any cosmetic aspirations you were hoping to have as a motivator character customization, equipment, colors and more all do not display. not only that but an error message pops up every time i perform an action. really hope they patch the bugs. i dare not use anything else than the checklist.",2
gp:AOqpTOHROWs3p1MjvKOE_cAr1JlkRXF29eGKebjiLmjXk6h83UPxp1ndIEZBkgAhFZO-QN98AUIjUX1T3ruY1w,"i really used to love this app but mobile push notifications stopped working, there s been a ton of bugs lately, and it s just not motivating like it used to be. when i reported the bugs i was told to email someone instead and i m at a point where i just uninstalled. maybe i ll return in a year or so",2
gp:AOqpTOE28CdtULvwDyLffXddpD2rKQmPQAdbz5mjOrf_dovK5V8eswC6JuNrhG8SoX6qXi8yo-LObxYkqjuQEg,samsung note8 was unable to get past the what tasks would you like to work on? screen the next screen selection was blocked out no matter was selected or un selected. however the back button still worked,2
gp:AOqpTOEGZB4jVNcvn7PXaTV4yCOyeX2rb2Ti1aySShZy1NjCqxeGeX3WK_3L70xxcO6hWDyV7Y4-iSsyZ3B_LA,"it s a gamified checklist, which is a good start, but ultimately not enough to follow through on the core idea. there s no actual game here, nothing to do, and no true incentive to keep you coming back. an upsetting amount of content is gated behind purchases and i found my interest waning once i ran out of things to look forward to. also, the fact that it takes until level 10 to be allowed to switch classes is insane.",2
gp:AOqpTOHQqsI3mo6o9G0XSlV-8FVqPJ15TqTX77n6So_1HmJNbMoUtabqESWHB6W-rrRZeOQB8Fpis4NlkhfSeg,"honestly, it s kind of dull compared to the web version. you should add more colors, because the current interface is kind of bland. i cheat with the mobile version but stay focused on the web. needs some more effort and work being done. the greatest thing about this is the parties, and i love that you can use accounts, but the android platform seems a bit inferior to the web version. still like it , though. has some opportunity. edit horrible on android. trash. absolutely trash. great on web, incompetent on mobile.",2
gp:AOqpTOENV-aZ1t-Dt4Ot2yCc-kVHbL8o_KmYMA3Oy4GVspzrYAyHa3soBoEqT50EelGuT9UpIf3mBP7O7p0Hrg,"unfortunately, i keep getting connection errors. other apps are connecting fine. i like the app, but it s useless in the nonworking state on my phone right now.",2
gp:AOqpTOGna_SalG4IPntF6fPyW5XdGUKjSfHmSMvQm0_oeHAX104sa195wG-iHhmSEle475gG0nz6VjyJxjzCfg,"i was able to set up my account just fine, but i apparently made the mistake of resetting the tutorial to better understand the ui. i kept getting the same welcome! here s what you can do with the app! tutorial. eventually it started to hang, so i got fed up and uninstalled. the ui looks nice, but that doesn t mean it s usable. i had a hard time figuring out the differences between the different areas to set up things you want to improve on. the terminology isn t understandable no clue as to what separates habits from dailies from tasks , and unfortunately, because i still couldn t understand what i was supposed to do and where, it s not very usable for me. the bug that left me in tutorial hanging hell was enough. i had it installed got a grand total of 10 minutes, and i don t have the patience to wait out however long it ll take the developer to fix it. phone google pixel. latest version of android as of 17 march.",2
gp:AOqpTOHEAgqJdXNSJ1pDQxxs9ixrMldemVtZCAlYDeZQgzlhQiL_0IIq_8SFcbWtPjIpnmagjsbukyYEu9z5mA,"too casual, cannot create routines for specific days only. app assumes that every day is exactly the same. stats are random and don t represent actual skills. i prefer life rpg time time pomodoro app.",2
gp:AOqpTOH_hXeMDaT6GDS-av5R-w7WzHsQP1b-QKcJfQF_rM7KVwYZQ-wQKNFzErvKGG3hMnof8EXwUDbAuTe6HQ,"i really really want to like this app. i can get as far as setting up and tracking tasks, which is awesome. but as soon as i try to form a party and battle monsters, it runs up against some issue with google authentication i think and i can t go any farther. i even tried to delete my account and start over, but when you get to the step were it says type delete in all caps ... there is no keyboard or place to type. so yeah, great concept, but it has some fatal bugs.",2
gp:AOqpTOFiUA4Tr4xoDJsn93mHr53SPFXe_z71I17AxiUphiZyg368m7yvzMJUHlU2dslngOB3ZhWnhRBQsgWhzQ,"please hire some competent android developers, throwing up can t connect to the server messages 6 times in a row when i switch networks is just pathetic",2
gp:AOqpTOGzMIqqCkazAG3T7JvYWjhj7L1Ss-Rsm9Qy9pu7anXE-bPcZI0pOaWG780ni4qvLrp4IZQgtMqEsIZgJA,"i seriously don t understand. the basic functions of the app are so janky and broken. in the avatar creation, i had to keep pressing the options i wanted over and over for it to actually work, then when i finished the avatar had options i didn t pick. every habit defaults to being both positive and negative. i know there has to be some default, but it s kind of weird that if i have a positive habit i have to tap the negative button. adding tags is really clunky because the tags have to be added to the filter, i guess it works but it s unintuitive to have to add a tag to the filter instead of just tagging the task itself but when i add them they don t immediately get added. they disappear and then get added a few minutes later. half the time it won t let me move around the tasks. sometimes the faq text pops up overlaying whatever screen i m on. switching between habits, dailies, to dos, and rewards is finicky. sometimes swiping doesn t work, sometimes trading the icon doesn t work. i have to tap things in the equipment menu multiple times for them to work. same for the avatar menu. with patience all this stuff does eventually work, but it s tedious to just use the app. the app would be 10 times better just by fixing the buggy menus",2
gp:AOqpTOGh4v2XfGL-wKNFxu2kOA3DpxB5vXh_VXWcWdaDaSuBGWyNZGTgJpJrxGpmy9xWQPXFiF_Ot2xxpvdtOQ,"glitches abound. inputs ignored, not given options to make habits at points",2
gp:AOqpTOGTZSCe2ExLuVvyK9lHUAStFXgg3rb6108pBuF7qSfGxgQ3BhOREVUp0vq5aNrOsL0mL4PgGgQjB0DY6g,"it honestly saddens me to write this review. habitica used to be an amazing app. i need it for all of my dailies and to dos, but ever since the code was migrated, the app has been nigh unusable. at the moment i can t even login. when i finally manage to, my dailies and to dos don t show up. it s a struggle to mark a daily as completed because it takes forever for the server to recognize that i tapped on the daily. overall, this app needs to be reworked. i really hope things can be fixed because i want to keep using this app. otherwise i ll have to find something else.",2
gp:AOqpTOFUlyze_e5AJxhHQDcTebRGK5LslD1aCiwWi7wCaIsrNKKwK9F78hjodDBNYKhbUYEEKjGk8ZgAfDphjg,"fix the thing idk is that a bug of anything else , i hardly click the next button or text . and its look like nothing s loading, makes me wait and think is it loading or not? then i restart the app but it became worse, my character not loaded, and the button became harder to click",2
gp:AOqpTOExhlewfUB1ybQYRxH9Mh5A_XOyVgmBH4pcudR4BNnMVGCrCzuPTveDHpt4POopNeisacgI5sVXWFcz_Q,aeesome concept but very buggy and laggy. won t register my taps in some places. it skipped my tutorial because it wouldn t register my taps to continue.,2
gp:AOqpTOGvvm7fL6V_dFG9K55svHibicfxXz1GlmuhCaaDtlZqV23Q_60Jq6zKFBofxoko3W37R_ZKXFEb_viy4A,"not a good start. the ideas are sound, and i ve gone in with hopes. but i ran into issue after issue right at the start. can t get glasses to select. can t add my beard or moustache without gems. can t even party with my wife because of redirect errors. i like this idea a lot, and my wife adores this. if these get fixed, i ll edit and bump up the rating.",2
gp:AOqpTOEnCqOx888aVZTkGSdPtkTmB1NuRrnMIC3uZrDG11VzhEMIfYbGcSeWAWKhSq-LsHCRfmiHLJJM0AG6Tw,"great idea, riddled with bugs. i can t use the app at all without an data connection, which is annoying because there s no internet related interface that i ve seen so far. i have notifications set up that work maybe twice a week. i really want to use this app, but the bugs make it hard.",2
gp:AOqpTOEUfT3Xc1EgdZCR_biNEAXxTSOMxc2J0M7vh5_DaVR0XefwGGDCiKvWRHtblx7YCNgByioJs8mS_n44Jw,"habitica is great on browser, and indeed has helped me tons to manage my routines, but the app itself doesn t function properly. now i can t even scroll down the pages to pick dailies that are further down, or habits, sometimes a newly hatched pet won t appear, and neither will food, and it doesn t tell how much damage i m doing to a boss. and the browser version has some bugs too, sometimes logging in it will display in pt despite being set to english i assume it s my browser s settings, but the page s options should prevail over , and synching will sometimes take gold, health or mana away randomly. still kicks the app s ass in every way.",2
gp:AOqpTOFoo-Thx6xJDBafTGDj575sa6aPB7zjAWSLAQqssj21JldrGAp_8CAP3Rs16GaxMQF2XqhXBh7ceTLsxA,the bugs are annoying and keep it from being a better app update still has way too many bugs that never get fixed. downgrading from 3 to 2 stars,2
gp:AOqpTOE19MI0-tiwiU72bB1P-9nJVadTZR6T2NMfO5_SIeI7572mspRXPvdq4N5kDYchLBfi7Hx0aFJxHKJxIA,"it s pretty good. i really like the concept. the app itself and the web app is super buggy. so hard to invite friends to parties and the web app is really slow. otherwise, it s a great game edit app got even buggier. sync is slow and pressing on habits doesn t work sometimes. web app is better. update the app is still horrible but i ve stuck to it because of the mechanics. i ve been keeping up with my habits but i really wish they d fixed the mobile app!",2
gp:AOqpTOHwkGMPVnPzK2b9smT3qAehwrDP2lggcBl9FtqTja1GpQeV9ZRTuwm5Zt2ErygLcQApuLjkmKLoKZadkQ,"couldn t get buttons to function in the beginning, couldn t you even start or set up anything besides the avatar",2
gp:AOqpTOEyrkbC3-PbXS9gyYhntZct9rNWYKXx-phxD2Gumx6Kh4ULlmE1jVT5sQYv_0ScIIusgFganQGnM-EtcA,"amazing idea however the programming is just not good. its very slow and buggy and just makes the whole thing completely unenjoyable. its ashame to see that performance issues have not been fixed over so mamy years of this being out. if these issues get fixed, id easily give it a 5",2
gp:AOqpTOEsm_0amBxS6yja3PSXUl5l_IGglknipcsamuusUnYkJY34BZnRIk8hu7vITvssVPzZGNhVCo0txWvfmg,the idea is great but the design is cumbersome and counter intuitive. i bought gems but was unable to set up challenges due to a bug in the app.,2
gp:AOqpTOENRc3_4LbkjW68QJyp978cEngXRnwVqGKSHGPOPGGOYZbij0Sk-dTCJTFn_16UIJGLZVbO-OtyEDNLKw,"went for this because of the graficzne theme, found it boring uninstalled.",2
gp:AOqpTOEVJQajdivA9Z2i1a7NI6CPdn3kbklymnJxdqte9KUL6luhIkv6E4CGH5jPSJEFrcYCsV8wODutGionuw,"wish sync was fixed, it takes a lot of manual refreshing to do basic tasks such as refresh for the day or reload when you ve died. ui could be better too. i wish there was slightly more focus on the social side of it. also slow, unresponsive, and unreliable really. good idea, but not great execution. going to move on to a different app now after all this time.",2
gp:AOqpTOGnbP83LD4mRo8P-4GGBeo7RMhQF5yg1-u1A5RGqMjCdVl_VcPfIxWow9WKw1R2Mm8RkD6mSJiYvB6ZKw,difficult to use,2
gp:AOqpTOEb-RwOMIhWVfUqe_Z_P010RvQvd4TAcYEpaVmBkhDc9yGZgz1h-wJzkZXizrVUjZUhkCLPCl4635l01w,"the idea is great, i ve tried so many habit tracker apps and this one is one of the best, but i hate that it doesn t work offline.",2
gp:AOqpTOFDR0Bz6RrvfM1giQtFH7VWI-50gNUIktKMKlTE6BOMpcHESQ6SID8EYoplKnWm-0NJqhWBEGqjbb6eag,this app has a lot of bugs that need to be worked out. the ios version is a lot better.,2
gp:AOqpTOEVikYdm8SMtUFbdc_sJVo_TiP77U2YQazs1jsAwJCHmlyiUh5S9kCnyz2J71-k-BkPZNrw7Fvn4FgZPA,"way overcomplicated. dailies don t turn red if you miss them. i don t know how often you are supposed to perform habits. sync is bad there is no local application state model, and network glitches are disastrous . however graphics are cute.",2
gp:AOqpTOGyFq8SEOX7LgiWscNbzwEB_hveNmiyFbXlxW7NEtbkEEfkQOoisYRPpLkJ6SwnCjZkJsnTKsgXnLVJJg,i keep tapping and it s just unresponsive. it seems like a fun app but to keep tapping and not getting anywhere is annoying it just stops... please fix seems like a fun app to try out,2
gp:AOqpTOFsKZjfJCFV5WK3eF6NMPTNcF4nDEtz4hjo9263AbuwlegNNfffqWm6oJ22EGvC1Qa4pIvhuNRF5LrW_g,"i love habitica and have used it for years, but this app has a pretty bad ui and is full of bugs. disappointing.",2
gp:AOqpTOEhvu-fo7FVogP7m3IrRZfMg-xO9YrdsuhswhxGqzP_9jgY-I7YH3hIeeUd5PnfbFuD9wzTkYCDMxoI9Q,"doesn t work on moto x pure. far too slow to handle it i think. seemed like a good idea, but i can t access the features to make it workable.",2
gp:AOqpTOG5oYaRYfd9D3cdT8i4ywcloFq20BVPJu0YAGD2YIadKMTLGzZsuBYdIRFZShfw087z2gD4xEGE6PM5qQ,"i used to swear by habitica for a long time, but frankly i find it almost unusable. the biggest, most important problem is the way sync works. you can t use habitica if offline or have bad internet connection , you can t click several buttons in quick succession, and you are never sure if clicking a button actually sends data to server, android widgets are absolutely unusable. habitica s manual frames it as if it s not their, but user s fault. i have more than a dozen of habits and about the same amount of dailies, most of which are themselves checklists. i keep track of multiple habits, therefore i open habitica and press and many times a day, sometimes several times in an hour. if every time i try to register a habit or a daily i must worry about habitica not syncing properly, then it robs me of time and mental energy. which makes it useless for actually instilling habits.",2
gp:AOqpTOHBNhCZbTqDOfkDVSoVDWytNVUHtoXthJ6eK3VJIOf2GQjomGth3C_bEEx3s_bRya3d2Ioirk_KIOZ_DQ,"the ux is horribly clunky and it takes more than two clicks just to do anything. coming from todoist to this is like a bird flying into tar pit! all the habit and time management improving features are sort of stuck behind the horrible ui. why do i need to see soooo many boxes and options when i just want to and a single to do. further more, why does it take 2 taps just to get to that screen in the first place?! if i m on the todo tab, i probably want to add a to do. i honestly haven t seen an app this bad in years.",2
gp:AOqpTOGUb64P8OXgufMC8JLYPaeDCZX5qfh4RPzvTQbALcNyLG7ymBFERL29qoy35MySlTtY-Zf8qMEplllncQ,"this app works awfully. its a great idea but it needs tons of improvements. connection improvements, offline actions like completing a daily, which can be checked later , etc... i need the paying buttons to work, i can t buy 4 gems... seriously, do you want to get ever paid? do something with this... thing. again it s a great idea, but that s the only reason why i keep using it, besides that, its a complete mess...",2
gp:AOqpTOH-LUwb3x9PePUTXvHjxHvjln4scCRqo7Ui3_nVP-UAEIjCr9Z3J38qB1QlEOq0g1lEPYiPgJ_xoMpZug,"i really want to love this but it s just so buggy. i d happily pay money for a working version of this app, but not in its current state.",2
gp:AOqpTOEjGGaqH2G5hCyYV-D8pQ6vMnHMDMoyMcgKwiVfH8FEw8g_FW8U_HCcbxVTco4_XFPeicR0fUUKqB4RTA,"cool idea. lousy execution. for one, the app is horribly unresponsive. i also encountered bugs all over and a crash within 5 or 10 minutes of using and figuring out the app.",2
gp:AOqpTOH6EuZ7mRl28CZvmWGW9FBsDzowpvD6JXYbV2Zb6ZHLLa0RYQZ_b5rgI3goBBsxcjsrLYLH0N-tpH4VQA,"the app is soooooooo laggy!!! always pop up and say no internet connection. and fail to sync. loved and used the web for a awhile ,but the app? meh",2
gp:AOqpTOHoZ7h7hccddWiAyPVj2aHJCO0M_H5_pXb-PkolB3JuIcAPe3YXOpMMWil7HAPlMdTJzkX0rl2x-0aXgg,"this app is not working without internet connection, it s unacceptable for the task manager!",2
gp:AOqpTOHUYjr00NnA8L2HXAnihKhVkjdf02axD1HhsjY2hShwK8SffiTDkY0r7S6b9rycp8tUEhb676_e2g6bOg,"this is a good idea, but not so well executed. the app itself is buggy. text lags, buttons are unresponsive, and resetting the tutorial makes it repeat every single time you open one of the tabs. first impression were so poor... that i don t want to use this app to help my tasks and habits...",2
gp:AOqpTOHEXqekVDmmax1Un7ldk8bK_1web1_GEtYDFPwnFKO_zY14qcrzUPMr9_4-GqwJ5kz5nmZCCttKdD21-Q,"where do i add a new habit? not a daily, not a to do",2
gp:AOqpTOE-_XXleXe0s7AkpXVQKhN0mB7kTtFwrbnz3IZiTU6dmsP1Quk7DLr8mU47iDlgzeCwzPoq1xTyKd_qaQ,"the app used to be great until the update some time ago. now it consistently crashes on my phone and very, very rarely loads correctly, if at all, on my pc.",2
gp:AOqpTOGwrPKvDJQ9NJfiG7Zu5BifIMEiYfQpR3-ZXw5zq3iMLchWCHWYVcUT1tQT9eh4_bAszM27kKcBxnHMHw,there are too much connection errors and bugs and they are really annoying. please fix it.,2
gp:AOqpTOGAW-bZrYcvY5Dtoe-4yIp5GiB8sxnQyhQTuIfYYk-LuaI3u6WA_YdlWaXHHfB9neTIuSOoIxVyQ6WgMg,"i was excited to use this app and love the categories and reward system for habits, dailies, to do. after a few days and several rookie mistakes that aren t explained well in the tutorial, i realized this app is way too heavy on the game mechanics for my use. i want to have a list of dailies to partially complete everyday, to encourage reading and writing every now and then, not everyday. this app punishes you for not checking these things off everyday. i totally didn t realize my character was losing tons of health until it hit the red zone. i then started reading up on the death mechanic and am very turned off. i can understand wanting to give the players consequences for missing a task, but it shouldn t be health loss and it should account for how the player uses the dailies must complete everyday or bonus if completed . they also do not make it easy to provide feedback. all the discussion links either required creating a separate account different from the habatica account or were closed threads. this app could be so fun but i feel it loses sight of promoting good habits organization. i love gaming, but this is super heavy handed mechanics to me. would keep using this app if i could keep the lists alone.",2
gp:AOqpTOGT_oQBLQbY8F8U3VxeWOj3Qf9t4FoiAPAbarNQAVrMRmZyaTGFqLLkRjTQoSI5C0TkmfNzLM6MdqJ-Wg,it s absolutely fine but can be a bit laggy temperamental,2
gp:AOqpTOHEMlSzDYc7fHc3zlDBfP6zTEDWH7aDuaqL6wZwhmdRvQRU5tuyprdP92SjyZYLcyy7dR0Ie3O47gJD4w,"i m so disappointed here. i ve read other reviews talk about the site being much better, but here is the reality of that. a majority of internet users don t use full browsers to surf it. so this app had to be good, because your habits are a private and important thing. and it s absolutely not good. the last but not only straw was when parts of a menu are rendering in completely the wrong place, and won t clear. inviting people to your party was way too confusing, until i found out it didn t even work until i did it manually on the site . there s more, but i won t bother. i know its supposed to be open source but is any testing happening? i was trying to be an advocate for this and you guys just killed it for me with this bad app.",2
gp:AOqpTOGksAQEallcItNjSWb40AUTvyrDEZnhvixsNkJJ6onvuyhFC0WrQkh-gTcKDVAxAPVCVMMRLcSOK50gkA,"really buggy right now. there s no way to create a party on the app, and i can t even join one. the website can t seem to log me in and if i click on any of the links on the faq page, it takes me back to the homepage. also, tasks are listed in the order which i put them and not in the order that they expire.. so i have to check each task for the date and time of expiry. not only that, the dates are displayed weirdly.. some have dd mm yy format while others have mm dd yy. developers have much work to do.",2
gp:AOqpTOFuogZ3pU_jFZRP5qlw6uecG6YYHZ5Od2fNI9vC4GfIHa7YyMc2L_GUNNJW8m7zPood1yl9STD94cTzZQ,"i wouldn t have given such a low rate if it wasn t for my honest disappointment, and i promise to change to 5 starts the moment i m reassured that things got better. this concept is amazing, and the idea is just brilliant. however, this is by far the buggiest app i ve ever had on my android, and the ui is just not well thought of. guys, please work on the bugs so i won t have to click 1,000 times before i get feedback that something happened, won t have to reopen the app and lose all the initial welcome tour with all the choices, won t have to use my full name without being able to change it because i signed up with google.... these things seem basic to me. i really hope it will get better, this app could be a life changer!",2
gp:AOqpTOFPA_SNDYeiMVQNcDzD__RcdL_B2OFRqWkD6IRY70XvHA-R49vcYK2-nBm_qKmG4SwaG15RUvIzXewo5Q,"i ended up giving up on this app. a few years back i used it frequently, and now recently i came back, but it s just incredibly frustrating how it always returns server or internet errors and doesn t save my changes. it s a real pity because it was a very fun app to use.",2
gp:AOqpTOHEIqqKUadKoz4BCy8gGCrjlzK1C5ZWJiT-M6ISh9oHUK5nahhj_2gCYHlg3TPMOMY_4gZGzUh839n_0g,"i love the layout, structure and simplicity of this app. but it has one critical failure there is no way to view stats except how many times you have done a thing. make the bed 23 times. in what timeframe? a month? a year? what is the percentage of days it has been made not made? the only thing i feel like i have to show for this is virtual items. if you would add satisfaction with good stats i would rate 5 5! kindest regards william",3
gp:AOqpTOFLdRrkeKQPovwsdlQI-mi0o4aOivXCM7yu2KSKE2qa7a2ZZwGGgm7t8hkhIUYKZliPpksrCmwzVDelzA,"i hate to give this app 3 stars, because i love habitica. but while the website is fine, the app has some problems. 1. i couldn t find a way to turn off push notifications from new messages in your party s chat. this would be very useful to users in large parties. 2. i couldn t find a way to sort backgrounds by what i own. i don t want to have to scroll all the way down looking for my old ones. 3. i couldn t find a way to delete only some of the tasks from a broken challenge.",3
gp:AOqpTOFDC_M6lSrrPZjQdS5fTtcdBnkYl3pLvX7FmkmzxHT6kCW3ZWdIocqmTvTkkdyqDX4WiCDs1dUo8-bk8w,i love the concept a lot but the actual gaming aspect of it leaves a lot to be desired. if there was something we could do or level up to or actually fight. maybe pokemon sort of format for the game. that would really make it better and keep someone interested,3
gp:AOqpTOHFtLisIE8uPJvFivAQmXOOMXBCbhGAOyk4o4BZTXHiCJOF9iU5bEYjZA5U49rOXp-Pwp5pOoR4Fav49Q,"overall a solid app, but there are some cash cow mechanisms.",3
gp:AOqpTOEUwZSE1q6sEUzDgUqHVCbAxTmnE_wc0J_Ch2g9G749-AC8pkpd_Lxci2XEQrGMiw1OCXWzA_uog-RWpQ,"good idea of gamification but, in my opinion many of its bells and whistles are distracting.",3
gp:AOqpTOFRwVgBIu_rUT1AUv2n2A-YzvwpXC7qhjxI3Xu8zdcrEKQQiFcc2T2d0n7Eqb_skJvIsT9feEBGPd4tzA,missing the integration with e.g.calendar u have to fill in too many forms and manage it all by yourself.,3
gp:AOqpTOHrnpjH0ejgn_89S1dxCFaLfWzyTb_2aoRzRu-txrnA9STclSLSqtDUAt1WZlw51KS3AVAHT-qnDmzcPA,can t remove habits,3
gp:AOqpTOFQpmdxgAm7RP2e1h1xh0Pc4R9hOCPTdE_0xaQRDqLqLd8lFNmPPpXAmfWrYacnPdVXfkq2bhvWxEMYAw,"i would love to play this game if you added an aspect of battle against other real life characters, that would be motivating to get all the areas up and not just work on one area.",3
gp:AOqpTOHiVmUowXpHxmZKMcS-EVtXBmr4S3izd3LYGyFA-LVSLzvjXEpPgm2zkSmTwMyXi9b0GWhFZUCil8cQsA,"great app! a few bugs here and there. everything i ve ever checked off occasionally shows up in the to do list, so that s weird. currently i can t check off anything from my to dos and dailies. it s a bit frustrating.",3
gp:AOqpTOGfEow5hEQdtuSp7YOWkkrTIfNaxTTmCmHLKKpcnDnsIBKZ1OER6YoVVx-PK8RAl9iwGMONgGczjh6f8A,"the app seems great and i had a really positive impression to it, though i wish that it s functionality also works fully and properly when you are not connected to the internet, that one was the bummer as to why i rated it low. sorry its just i m more of an offline person and i want the apps that i install like yours are available offline given its features and functionalities. i hope that you consider my concern.",3
gp:AOqpTOF1EnwUkJe_5oVDHo0i7YKLDDaKqoqWXaUy0J-XR25QF-B96LVBtmCxLBwog7vxPr5wKHjYsdV6dvJamw,"the latest update has shrunk the buttons, and i can no longer use this app to check off my dailies.",3
